VIR,RES (kB),RES (MB),SHR,time (s)
10855240,368964,368.964,355224,200
10855240,368964,368.964,355224,201
10855240,368964,368.964,355224,202
10855240,368968,368.968,355228,203
10855240,368968,368.968,355228,204
10855240,368968,368.968,355228,205
10855240,368968,368.968,355228,206
10855240,368968,368.968,355228,207
10855240,375500,375.5,361760,208
10855240,375500,375.5,361752,209
10855240,375500,375.5,361756,210
10855240,375500,375.5,361756,211
10855240,375500,375.5,361756,212
10855240,375500,375.5,361756,213
10855240,375500,375.5,361756,214
10855240,375500,375.5,361756,215
10855240,375516,375.516,361772,216
10855240,375528,375.528,361784,217
10855240,375528,375.528,361784,218
10855240,375528,375.528,361784,219
10855240,375528,375.528,361784,220
10855240,375528,375.528,361784,221
10855240,375528,375.528,361784,222
10855240,375528,375.528,361784,223
10855240,375528,375.528,361788,224
10855240,375528,375.528,361780,225
10855240,375528,375.528,361780,226
10855240,375528,375.528,361784,227
10855240,375528,375.528,361784,228
10855240,375528,375.528,361784,229
10855240,375528,375.528,361784,230
10855240,375528,375.528,361784,231
10855240,375528,375.528,361784,232
10855240,375528,375.528,361784,233
10855240,375532,375.532,361788,234
10855240,375532,375.532,361788,235
10855240,375532,375.532,361788,236
10855240,375532,375.532,361788,237
10855240,375532,375.532,361788,238
10855240,375532,375.532,361788,239
10855240,375532,375.532,361788,240
10855240,375796,375.796,362056,241
10855240,381940,381.94,368200,242
10855240,381940,381.94,368200,243
10855240,381940,381.94,368200,244
10855240,381940,381.94,368200,245
10855240,381940,381.94,368200,246
10855240,381948,381.948,368208,247
10855240,381948,381.948,368208,248
10855240,381948,381.948,368208,249
10855240,381948,381.948,368208,250
10855240,381948,381.948,368208,251
10855240,381956,381.956,368212,252
10855240,381956,381.956,368212,253
10855240,381956,381.956,368212,254
10855240,381960,381.96,368216,255
10855240,381960,381.96,368208,256
10855240,381960,381.96,368208,257
10855240,381960,381.96,368208,258
10855240,381960,381.96,368208,259
10855240,381960,381.96,368208,260
10855240,381960,381.96,368208,261
10855240,381960,381.96,368208,262
10855240,381976,381.976,368232,263
10855240,381976,381.976,368232,264
10855240,381988,381.988,368244,265
10855240,381988,381.988,368236,266
10855240,381988,381.988,368236,267
10855240,381988,381.988,368244,268
10855240,381988,381.988,368244,269
10855240,381988,381.988,368244,270
10855240,381988,381.988,368244,271
10855240,381988,381.988,368244,272
10855240,381988,381.988,368244,273
10855240,381988,381.988,368244,274
10855240,390520,390.52,376776,275
10855240,390520,390.52,376776,276
10855240,390520,390.52,376776,277
10855240,390524,390.524,376780,278
10855240,390524,390.524,376780,279
10855240,390524,390.524,376780,280
10855240,390528,390.528,376784,281
10855240,390528,390.528,376780,282
10855240,390528,390.528,376780,283
10855240,390528,390.528,376780,284
10855240,390528,390.528,376780,285
10855240,390528,390.528,376780,286
10855240,390528,390.528,376780,287
10855240,390528,390.528,376780,288
10855240,391552,391.552,377804,289
10855240,391552,391.552,377804,290
10855240,391552,391.552,377804,291
10855240,391552,391.552,377804,292
10855240,393352,393.352,379604,293
10855240,393352,393.352,379604,294
10855240,393352,393.352,379604,295
10855240,393352,393.352,379604,296
10855240,393352,393.352,379600,297
10855240,393352,393.352,379600,298
10855240,396740,396.74,382992,299
10855240,396740,396.74,382992,300
10855240,396740,396.74,382992,301
10855240,396740,396.74,382992,302
10855240,396740,396.74,382992,303
10855240,397920,397.92,384172,304
10855240,397920,397.92,384172,305
10855240,397924,397.924,384176,306
10855240,398264,398.264,384516,307
10855240,403896,403.896,390148,308
10855240,405136,405.136,391388,309
10855240,405144,405.144,391396,310
10855240,405144,405.144,391396,311
10855240,405144,405.144,391396,312
10855240,405144,405.144,391392,313
10855240,406400,406.4,392648,314
10855240,406400,406.4,392648,315
10855240,406404,406.404,392652,316
10855240,406404,406.404,392652,317
10855240,406448,406.448,392700,318
10855240,406452,406.452,392704,319
10855240,406476,406.476,392728,320
10855240,406480,406.48,392732,321
10855240,406488,406.488,392740,322
10855240,406488,406.488,392740,323
10855240,406488,406.488,392740,324
10855240,406504,406.504,392756,325
10855240,406504,406.504,392756,326
10855240,406504,406.504,392756,327
10855240,406516,406.516,392760,328
10855240,406516,406.516,392760,329
10855240,406520,406.52,392768,330
10855240,406520,406.52,392768,331
10855240,406520,406.52,392768,332
10855240,406536,406.536,392784,333
10855240,406536,406.536,392784,334
10855240,420396,420.396,406644,335
10855240,420396,420.396,406644,336
10855240,420396,420.396,406644,337
10855240,420396,420.396,406644,338
10855240,420404,420.404,406652,339
10855240,432692,432.692,418940,340
10855240,432692,432.692,418928,341
10855240,432692,432.692,418936,342
10855240,432692,432.692,418936,343
10855240,432692,432.692,418936,344
10855240,434236,434.236,420480,345
10855240,434236,434.236,420480,346
10855240,434236,434.236,420480,347
10855240,434236,434.236,420480,348
10855240,434236,434.236,420480,349
10855240,434764,434.764,421008,350
10855240,434776,434.776,421020,351
10855240,434776,434.776,421020,352
10855240,434776,434.776,421020,353
10855240,434776,434.776,421020,354
10855240,434776,434.776,421020,355
10855240,434776,434.776,421020,356
10855240,434788,434.788,421040,357
10855240,434784,434.784,421036,358
10855240,439392,439.392,425644,359
10855240,439392,439.392,425644,360
10855240,439392,439.392,425644,361
10855240,439392,439.392,425644,362
10855240,439392,439.392,425644,363
10855240,439392,439.392,425644,364
10855240,439392,439.392,425644,365
10855240,439392,439.392,425644,366
10855240,439392,439.392,425644,367
10855240,439392,439.392,425644,368
10855240,439392,439.392,425644,369
10855240,439392,439.392,425644,370
10855240,439392,439.392,425636,371
10855240,439396,439.396,425644,372
10855240,439396,439.396,425644,373
10855240,439396,439.396,425644,374
10855240,439396,439.396,425644,375
10855240,439396,439.396,425644,376
10855240,439396,439.396,425644,377
10855240,439396,439.396,425644,378
10855240,439396,439.396,425644,379
10855240,439396,439.396,425644,380
10855240,439396,439.396,425648,381
10855240,439396,439.396,425648,382
10855240,439396,439.396,425648,383
10855240,439396,439.396,425648,384
10855240,439396,439.396,425648,385
10855240,439396,439.396,425648,386
10855240,439396,439.396,425640,387
10855240,439396,439.396,425640,388
10855240,439396,439.396,425640,389
10855240,439396,439.396,425640,390
10855240,439396,439.396,425644,391
10855240,439396,439.396,425644,392
10855240,439396,439.396,425644,393
10855240,439460,439.46,425708,394
10855240,439460,439.46,425708,395
10855240,439460,439.46,425708,396
10855240,439460,439.46,425704,397
10855240,439460,439.46,425708,398
10855240,439464,439.464,425716,399
10855240,439464,439.464,425708,400
10855240,439464,439.464,425708,401
10855240,439464,439.464,425708,402
10855240,439464,439.464,425708,403
10855240,439464,439.464,425708,404
10855240,439464,439.464,425708,405
10855240,439464,439.464,425708,406
10855240,439464,439.464,425708,407
10855240,439464,439.464,425708,408
10855240,439488,439.488,425740,409
10855240,439488,439.488,425740,410
10855240,439488,439.488,425740,411
10855240,439488,439.488,425740,412
10855240,439488,439.488,425740,413
10855240,439488,439.488,425740,414
10855240,439488,439.488,425740,415
10855240,442052,442.052,428304,416
10855240,442052,442.052,428304,417
10855240,442052,442.052,428304,418
10855240,442052,442.052,428304,419
10855240,442052,442.052,428304,420
10855240,442052,442.052,428296,421
10855240,442052,442.052,428296,422
10855240,442052,442.052,428296,423
10855240,442052,442.052,428296,424
10855240,442052,442.052,428296,425
10855240,442052,442.052,428300,426
10855240,442052,442.052,428300,427
10855240,442052,442.052,428300,428
10855240,442052,442.052,428300,429
10855240,442052,442.052,428300,430
10855240,442052,442.052,428300,431
10855240,442052,442.052,428300,432
10855240,442052,442.052,428300,433
10855240,442052,442.052,428300,434
10855240,442052,442.052,428300,435
10855240,442052,442.052,428292,436
10855240,442052,442.052,428296,437
10855240,442056,442.056,428300,438
10855240,442056,442.056,428300,439
10855240,442056,442.056,428300,440
10855240,442056,442.056,428300,441
10855240,442056,442.056,428300,442
10855240,442056,442.056,428300,443
10855240,442056,442.056,428300,444
10855240,442056,442.056,428300,445
10855240,442056,442.056,428300,446
10855240,442056,442.056,428300,447
10855240,442056,442.056,428300,448
10855240,442056,442.056,428300,449
10855240,442056,442.056,428300,450
10855240,443256,443.256,429504,451
10855240,446976,446.976,433224,452
10855240,449256,449.256,435504,453
10855240,449256,449.256,435504,454
10855240,449256,449.256,435504,455
10855240,449256,449.256,435504,456
10855240,449256,449.256,435504,457
10855240,449256,449.256,435504,458
10855240,449292,449.292,435544,459
10855240,449292,449.292,435544,460
10855240,450620,450.62,436872,461
10855240,450620,450.62,436872,462
10855240,449352,449.352,435596,463
10855240,449352,449.352,435596,464
10855240,449352,449.352,435596,465
10855240,449352,449.352,435596,466
10855240,449352,449.352,435600,467
10855240,449352,449.352,435600,468
10855240,449352,449.352,435600,469
10855240,449352,449.352,435600,470
10855240,449352,449.352,435600,471
10855240,449352,449.352,435600,472
10855240,449376,449.376,435628,473
10855240,451936,451.936,438188,474
10855240,451936,451.936,438188,475
10855240,451936,451.936,438188,476
10855240,451936,451.936,438188,477
10855240,451936,451.936,438180,478
10855240,451936,451.936,438184,479
