"time","total"
"1145","16"
"1150","16"
"1155","16"
"1160","16"
"1165","16"
"1170","16"
"1175","16"
"1180","16"
"1185","16"
"1190","16"
"1195","16"
"1200","16"
"1205","16"
"1210","16"
"1215","16"
"1220","16"
"1225","16"
"1230","16"
"1235","16"
"1240","16"
"1245","16"
"1250","16"
"1255","16"
"1260","16"
"1265","16"
"1270","16"
"1275","16"
"1280","16"
"1285","16"
"1290","16"
"1295","16"
"1300","16"
"1305","16"
"1310","16"
"1315","16"
"1320","16"
"1325","16"
"1330","16"
"1335","16"
"1340","16"
"1345","16"
"1350","16"
"1355","16"
"1360","16"
"1365","16"
"1370","16"
"1375","16"
"1380","16"
"1385","16"
"1390","16"
"1395","16"
"1400","16"
"1405","16"
"1410","16"
"1415","16"
"1420","16"
"1425","16"
"1430","16"
"1435","16"
"1440","16"
"1445","16"
"1450","16"
"1455","16"
"1460","16"
"1465","16"
"1470","16"
"1475","16"
"1480","16"
"1485","16"
"1490","16"
"1495","16"
"1500","16"
"1505","16"
"1510","16"
"1515","16"
"1520","16"
"1525","16"
"1530","16"
"1535","16"
"1540","16"
"1545","16"
"1550","16"
"1555","16"
"1560","16"
"1565","16"
"1570","16"
"1575","16"
"1580","16"
"1585","16"
"1590","16"
"1595","16"
"1600","16"
"1605","16"
"1610","16"
"1615","16"
"1620","16"
"1625","16"
"1630","16"
"1635","16"
"1640","16"
"1645","16"
"1650","16"
"1655","16"
"1660","16"
"1665","16"
"1670","16"
"1675","16"
"1680","16"
"1685","16"
"1690","16"
"1695","16"
"1700","16"
"1705","16"
"1710","16"
"1715","16"
"1720","16"
"1725","16"
"1730","16"
"1735","16"
"1740","16"
"1745","16"
"1750","16"
"1755","16"
"1760","16"
"1765","16"
"1770","16"
"1775","16"
"1780","16"
"1785","16"
"1790","16"
"1795","16"
"1800","16"
"1805","16"
"1810","16"
"1815","16"
"1820","16"
"1825","16"
"1830","16"
"1835","16"
"1840","16"
"1845","16"
"1850","16"
"1855","16"
"1860","16"
"1865","16"
"1870","16"
"1875","16"
"1880","16"
"1885","16"
"1890","16"
"1895","16"
"1900","16"
"1905","16"
"1910","16"
"1915","16"
"1920","16"
"1925","16"
"1930","16"
"1935","16"
"1940","16"
"1945","16"
"1950","16"
"1955","16"
"1960","16"
"1965","16"
"1970","16"
"1975","16"
"1980","16"
"1985","16"
"1990","16"
"1995","16"
"2000","16"
"2005","16"
"2010","16"
"2015","16"
"2020","16"
"2025","16"
"2030","16"
"2035","16"
"2040","16"
"2045","16"
"2050","16"
"2055","16"
"2060","16"
"2065","16"
"2070","16"
"2075","16"
"2080","16"
"2085","16"
"2090","16"
"2095","16"
"2100","16"
"2105","16"
"2110","16"
"2115","16"
"2120","16"
"2125","16"
"2130","16"
"2135","16"
"2140","16"
"2145","16"
"2150","16"
"2155","16"
"2160","16"
"2165","16"
"2170","16"
"2175","16"
"2180","16"
"2185","16"
"2190","16"
"2195","16"
"2200","16"
"2205","16"
"2210","16"
"2215","16"
"2220","16"
"2225","16"
"2230","16"
"2235","16"
"2240","16"
"2245","16"
"2250","16"
"2255","16"
"2260","16"
"2265","16"
"2270","16"
"2275","16"
"2280","16"
"2285","16"
"2290","16"
"2295","16"
"2300","16"
"2305","16"
"2310","16"
"2315","16"
"2320","16"
"2325","16"
"2330","16"
"2335","16"
"2340","16"
"2345","16"
"2350","16"
"2355","16"
"2360","16"
"2365","16"
"2370","16"
"2375","16"
"2380","16"
"2385","16"
"2390","16"
"2395","16"
"2400","16"
"2405","16"
"2410","16"
"2415","16"
"2420","16"
"2425","16"
"2430","16"
"2435","16"
"2440","16"
"2445","16"
"2450","16"
"2455","16"
"2460","16"
"2465","16"
"2470","16"
"2475","16"
"2480","16"
"2485","16"
"2490","16"
"2495","16"
"2500","16"
"2505","16"
"2510","16"
"2515","16"
"2520","16"
"2525","16"
"2530","16"
"2535","16"
"2540","16"
"2545","16"
"2550","16"
"2555","16"
"2560","16"
"2565","16"
"2570","16"
"2575","16"
"2580","16"
"2585","16"
"2590","16"
"2595","16"
"2600","16"
"2605","16"
"2610","16"
"2615","16"
"2620","16"
"2625","16"
"2630","16"
"2635","16"
"2640","16"
"2645","16"
"2650","16"
"2655","16"
"2660","16"
"2665","16"
"2670","16"
"2675","16"
"2680","16"
"2685","16"
"2690","16"
"2695","16"
"2700","16"
"2705","16"
"2710","16"
"2715","16"
"2720","16"
"2725","16"
"2730","16"
"2735","16"
"2740","16"
"2745","16"
"2750","16"
"2755","16"
"2760","16"
"2765","16"
"2770","16"
"2775","16"
"2780","16"
"2785","16"
"2790","16"
"2795","16"
"2800","16"
"2805","16"
"2810","16"
"2815","16"
"2820","16"
"2825","16"
"2830","16"
"2835","16"
"2840","16"
"2845","16"
"2850","16"
"2855","16"
"2860","16"
"2865","16"
"2870","16"
"2875","16"
"2880","16"
"2885","16"
"2890","16"
"2895","16"
"2900","16"
"2905","16"
"2910","16"
"2915","16"
"2920","16"
"2925","16"
"2930","16"
"2935","16"
"2940","16"
"2945","16"
"2950","16"
"2955","16"
"2960","16"
"2965","16"
"2970","16"
"2975","16"
"2980","16"
"2985","16"
"2990","16"
"2995","16"
"3000","16"
"3005","16"
"3010","16"
"3015","16"
"3020","16"
"3025","16"
"3030","16"
"3035","16"
"3040","16"
"3045","16"
"3050","16"
"3055","16"
"3060","16"
"3065","16"
"3070","16"
"3075","16"
"3080","16"
"3085","16"
"3090","16"
"3095","16"
"3100","16"
"3105","16"
"3110","16"
"3115","16"
"3120","16"
"3125","16"
"3130","16"
"3135","16"
"3140","16"
"3145","16"
"3150","16"
"3155","16"
"3160","16"
"3165","16"
"3170","16"
"3175","16"
"3180","16"
"3185","16"
"3190","16"
"3195","16"
"3200","16"
"3205","16"
"3210","16"
"3215","16"
"3220","16"
"3225","16"
"3230","16"
"3235","16"
"3240","16"
"3245","16"
"3250","16"
"3255","16"
"3260","16"
"3265","16"
"3270","16"
"3275","16"
"3280","16"
"3285","16"
"3290","16"
"3295","16"
"3300","16"
"3305","16"
"3310","16"
"3316","16"
"3321","16"
"3326","16"
"3331","16"
"3336","16"
"3341","16"
"3346","16"
"3351","16"
"3356","16"
"3361","16"
"3366","16"
"3371","16"
"3376","16"
"3381","16"
"3386","16"
"3391","16"
"3396","16"
"3401","16"
"3406","16"
"3411","16"
"3416","16"
"3421","16"
"3426","16"
"3431","16"
"3436","16"
"3441","16"
"3446","16"
"3451","16"
"3456","16"
"3461","16"
"3466","16"
"3471","16"
"3476","16"
"3481","16"
"3486","16"
"3491","16"
"3496","16"
"3501","16"
"3506","16"
"3511","16"
"3516","16"
"3521","16"
"3526","16"
"3531","16"
"3536","16"
"3541","16"
"3546","16"
"3551","16"
"3556","16"
"3561","16"
"3566","16"
"3571","16"
"3576","16"
"3581","16"
"3586","16"
"3591","16"
"3596","16"
"3601","16"
"3606","16"
"3611","16"
"3616","16"
"3621","16"
"3626","16"
"3631","16"
"3636","16"
"3641","16"
"3646","16"
"3651","16"
"3656","16"
"3661","16"
"3666","16"
"3671","16"
"3676","16"
"3681","16"
"3686","16"
"3691","16"
"3696","16"
"3701","16"
"3706","16"
"3711","16"
"3716","16"
"3721","16"
"3726","16"
"3731","16"
"3736","16"
"3741","16"
"3746","16"
"3751","16"
"3756","16"
"3761","16"
"3766","16"
"3771","16"
"3776","16"
"3781","16"
"3786","16"
"3791","16"
"3796","16"
"3801","16"
"3806","16"
"3811","16"
"3816","16"
"3821","16"
"3826","16"
"3831","16"
"3836","16"
"3841","16"
"3846","16"
"3851","16"
"3856","16"
"3861","16"
"3866","16"
"3871","16"
"3876","16"
"3881","16"
"3886","16"
"3891","16"
"3896","16"
"3901","16"
"3906","16"
"3911","16"
"3916","16"
"3921","16"
"3926","16"
"3931","16"
"3936","16"
"3941","16"
"3946","16"
"3951","16"
"3956","16"
"3961","16"
"3966","16"
"3971","16"
"3976","16"
"3981","16"
"3986","16"
"3991","16"
"3996","16"
"4001","16"
"4006","16"
"4011","16"
"4016","16"
"4021","16"
"4026","16"
"4031","16"
"4036","16"
"4041","16"
"4046","16"
"4051","16"
"4056","16"
"4061","16"
"4066","16"
"4071","16"
"4076","16"
"4081","16"
"4086","16"
"4091","16"
"4096","16"
"4101","16"
"4106","16"
"4111","16"
"4116","16"
"4121","16"
"4126","16"
"4131","16"
"4136","16"
"4141","16"
"4146","16"
"4151","16"
"4156","16"
"4161","16"
"4166","16"
"4171","16"
"4176","16"
"4181","16"
"4186","16"
"4191","16"
"4196","16"
"4201","16"
"4206","16"
"4211","16"
"4216","16"
