"time","total"
"4096","3"
"4101","3"
"4106","3"
"4111","3"
"4116","3"
"4121","3"
"4126","3"
"4131","3"
"4136","3"
"4141","3"
"4146","3"
"4151","3"
"4156","3"
"4161","3"
"4166","3"
"4171","3"
"4176","3"
"4181","3"
"4186","3"
"4191","3"
"4196","3"
